Year,Names,UNIT,VALUE
2021,Rakib,Number,
2021,Ralfs,Number,
2021,Rasheed,Number,
2021,Rayyan,Number,6
2021,Razvan,Number,
2021,Redmond,Number,
2021,Reginald,Number,
2021,Reid,Number,3
2021,Remy,Number,7
2021,Rene,Number,
2021,Rhian,Number,
2021,Rhyan,Number,
2021,Ricards,Number,
2021,Riccardo,Number,4
2021,Ridwan,Number,
2021,Rihards,Number,
2021,Ritchie,Number,
2021,River,Number,9
2021,Roarke,Number,
2021,Robyn,Number,
2021,Roderick,Number,
2021,Rodger,Number,
2021,Rodhan,Number,
2021,Roland,Number,
2021,Rolands,Number,
2021,Ron,Number,
2021,Ronaldo,Number,
2021,Ronnie,Number,6
2021,Ros,Number,
2021,Ruairc,Number,3
2021,Ruarc,Number,
2021,Rudy,Number,
2021,Ryann,Number,
2021,Ryleigh,Number,
2021,Ryszard,Number,
2021,Said,Number,
2021,Saif,Number,
2021,Salim,Number,
2021,Salman,Number,
2021,Sameer,Number,
2021,Samual,Number,
2021,Santiago,Number,11
2021,Savio,Number,
2021,Savva,Number,
2021,Seamie,Number,6
2021,Sean Michael,Number,
2021,Sennan,Number,
2021,Sergej,Number,
2021,Setanta,Number,6
2021,Seweryn,Number,
2021,Shaheer,Number,
2021,Shalom,Number,
2021,Shawn,Number,
2021,Shayn,Number,
2021,Sheriff,Number,
2021,Sidney,Number,
2021,Simas,Number,
2021,Simonas,Number,
2021,Sol,Number,
2021,Soren,Number,
2021,Stan,Number,
2021,Stephan,Number,
2021,Stewart,Number,
2021,Sylvester,Number,
2021,T.J.,Number,
2021,Tadas,Number,
2021,Tadeusz,Number,
2021,Taigh,Number,3
2021,Taighe,Number,
2021,Taiwo,Number,
2021,Talha,Number,
2021,Tarlach,Number,
2021,Tate,Number,
2021,Teagan,Number,
2021,Temiloluwa,Number,
2021,Temitope,Number,
2021,Teodor,Number,11
2021,Terrence,Number,
2021,Thierry,Number,
2021,Thom,Number,
2021,Thor,Number,
2021,Tiarnach,Number,
2021,Timas,Number,
2021,Timofey,Number,
2021,Timotei,Number,3
2021,Timur,Number,
2021,Titas,Number,
2021,Todd,Number,
2021,Toheeb,Number,
2021,Tola,Number,
2021,Toluwalase,Number,
2021,Tommylee,Number,
2021,Toms,Number,
2021,Trey,Number,
2021,Tristen,Number,
2021,Tristin,Number,
2021,Trystan,Number,
2021,Tuan,Number,
2021,Tudor,Number,8
2021,Tylar,Number,
2021,Tylor,Number,
2021,Tyreece,Number,
2021,Tyreke,Number,
2021,Ugnius,Number,
2021,Ugochukwu,Number,
2021,Usman,Number,
2021,Uthman,Number,
2021,Uzair,Number,
2021,Vadim,Number,
2021,Valentin,Number,4
2021,Vasile,Number,
2021,Vernon,Number,
2021,Victory,Number,
2021,Vilius,Number,
2021,Vince,Number,
2021,Vlad,Number,4
2021,Vladimir,Number,5
2021,Vytautas,Number,
2021,Wei,Number,
2021,Wen,Number,
2021,Willie,Number,3
2021,Wojtek,Number,
2021,Yahya,Number,4
2021,Yanis,Number,3
2021,Yann,Number,
2021,Yannick,Number,
2021,Yaseen,Number,3
2021,Yash,Number,3
2021,Yasin,Number,
2021,Yasser,Number,
2021,Yassin,Number,
2021,Yi,Number,
2021,Yousif,Number,4
2021,Yuri,Number,
2021,Yuxuan,Number,
2021,Zachery,Number,3
2021,Zakariya,Number,
2021,Zakk,Number,
2021,Zander,Number,
2021,Zeeshan,Number,
2021,Zhi,Number,
2021,Zhi Yuan,Number,
2021,Zi,Number,
2021,Zion,Number,9
2021,Abd,Number,
2021,Adrain,Number,
2021,Adran,Number,
2021,Adriano,Number,
2021,Adrien,Number,
2021,Aedin,Number,
2021,Aeneas,Number,
2021,Aidrian,Number,
2021,Aivaras,Number,
2021,Alaine,Number,
2021,Alasdair,Number,
2021,Albie,Number,19
2021,Aldo,Number,
2021,Alva,Number,
2021,Ammar,Number,
2021,Antoine,Number,
2021,Aodhagan,Number,
2021,Aogan,Number,
2021,Aongus,Number,
2021,Arann,Number,
2021,Archer,Number,5
2021,Aretas,Number,
2021,Ariel,Number,
2021,Armaan,Number,
2021,Atas,Number,
2021,Avery,Number,8
2021,Axl,Number,
2021,Barrie,Number,
2021,Bartholmew,Number,
2021,Bartley,Number,
2021,Benildus,Number,
2021,Blain,Number,
2021,Blane,Number,
2021,Bosco,Number,
2021,Botond,Number,
2021,Bram,Number,
2021,Breandan,Number,
2021,Breffni,Number,
2021,Brett,Number,
2021,Callaghan,Number,
2021,Camryn,Number,
2021,Carroll,Number,
2021,Carthage,Number,
2021,Chi,Number,
2021,Ciaron,Number,
2021,Cleo,Number,
2021,Cliff,Number,
2021,Clint,Number,
2021,Clyde,Number,
2021,Coen,Number,
2021,Columb,Number,
2021,Columbanus,Number,
2021,Column,Number,
2021,Coman,Number,
2021,Cora,Number,
2021,Cormack,Number,
2021,Cornilius,Number,
2021,Cosmas,Number,
2021,Criona,Number,
2021,Cronan,Number,
2021,Damion,Number,
2021,Daran,Number,
2021,Daren,Number,
2021,Darin,Number,
2021,Darrel,Number,
2021,Darrin,Number,
2021,Darron,Number,
2021,Darwin,Number,
2021,Daryll,Number,
2021,Dawn,Number,
2021,Dearmuid,Number,
2021,Denver,Number,
2021,Derval,Number,
2021,Domhnaill,Number,
2021,Domhnal,Number,
2021,Domnic,Number,
2021,Donacha,Number,
2021,Donall,Number,
2021,Donnachadha,Number,
2021,Donnan,Number,
2021,Donnchadha,Number,
2021,Donogh,Number,
2021,Donough,Number,
2021,Dougie,Number,
2021,Dudley,Number,
2021,Dustin,Number,
2021,Dwain,Number,
2021,Dwaine,Number,
2021,Dwane,Number,
2021,Earl,Number,
2021,Earnan,Number,
2021,Eesa,Number,
2021,Eibhin,Number,
2021,Einne,Number,
2021,Eliott,Number,
2021,Emlyn,Number,
2021,Enrikas,Number,
2021,Eogan,Number,
2021,Esmond,Number,
2021,Farhan,Number,
2021,Farrell,Number,
2021,Fearghus,Number,
2021,Fenton,Number,
2021,Ferghal,Number,
2021,Fiacc,Number,
2021,Fiacra,Number,
2021,Fiacre,Number,
2021,Fidelis,Number,
2021,Finghin,Number,
2021,Finin,Number,
2021,Finton,Number,
2021,Fionntan,Number,
2021,Fiontan,Number,
2021,Florence,Number,
2021,Franz,Number,
2021,Garath,Number,
2021,Garech,Number,
2021,Garth,Number,
2021,Gaven,Number,
2021,Georgie,Number,
2021,Gian,Number,
2021,Giles,Number,
2021,Glyn,Number,
2021,Godfrey,Number,
2021,Grahame,Number,
2021,Grayson,Number,31
2021,Gregg,Number,
2021,Grellan,Number,
2021,Hans,Number,
2021,Henri,Number,
2021,Huey,Number,
2021,Hunor,Number,
2021,Ignacy,Number,5
2021,Jamey,Number,
2021,Jarlaith,Number,
2021,Jerard,Number,
2021,Jericho,Number,
2021,Jermiah,Number,
2021,Jodie,Number,
2021,Jonathen,Number,
2021,Jordi,Number,5
2021,Joss,Number,
2021,Jurgen,Number,
2021,Kalan,Number,
2021,Kalel,Number,
2021,Kalim,Number,
2021,Karen,Number,
2021,Kaspian,Number,
2021,Kaylen,Number,5
2021,Kayson,Number,6
2021,Kealon,Number,
2021,Keefe,Number,
2021,Keifer,Number,
2021,Keirn,Number,
2021,Keneth,Number,
2021,Kern,Number,
2021,Kerry,Number,
2021,Kiaran,Number,
2021,Kieth,Number,
2021,Kiran,Number,
2021,Kirk,Number,
2021,Koa,Number,8
2021,Kristen,Number,
2021,Kristof,Number,
2021,Kristopher,Number,
2021,Laurance,Number,
2021,Lester,Number,
2021,Loki,Number,
2021,Loretto,Number,
2021,Lowell,Number,
2021,Lyndon,Number,
2021,Mac,Number,
2021,Macartan,Number,
2021,Mahdi,Number,
2021,Mahmud,Number,
2021,Mahon,Number,
2021,Marcell,Number,
2021,Martyn,Number,
2021,Mc,Number,
2021,Mervin,Number,
2021,Michale,Number,
2021,Mieszko,Number,
2021,Mohd,Number,
2021,Morris,Number,
2021,Mubarak,Number,
2021,Muredach,Number,
2021,Murtagh,Number,
2021,Myra,Number,
2021,Nathy,Number,
2021,Nessan,Number,
2021,Nevil,Number,
2021,Nichol,Number,
2021,Niel,Number,
2021,Niell,Number,
2021,Nigil,Number,
2021,Nihal,Number,
2021,Nils,Number,
2021,Odhean,Number,
2021,Odran,Number,
2021,Oissine,Number,
2021,Olivers,Number,3
2021,Orry,Number,
2021,Oskars,Number,
2021,Otto,Number,9
2021,Padhraig,Number,
2021,Padriag,Number,
2021,Pairic,Number,
2021,Paolo,Number,
2021,Pauraic,Number,
2021,Peader,Number,
2021,Pol,Number,
2021,Proinsias,Number,
2021,Quintan,Number,
2021,Rami,Number,
2021,Randal,Number,
2021,Reamonn,Number,
2021,Reggie,Number,16
2021,Ricahrd,Number,
2021,Rickard,Number,
2021,Rickey,Number,
2021,Rickie,Number,
2021,Rico,Number,
2021,Rikki,Number,
2021,Riobard,Number,
2021,Risteard,Number,
2021,Robertas,Number,
2021,Rod,Number,
2021,Rodney,Number,
2021,Rolf,Number,
2021,Ruadh,Number,15
2021,Sacha,Number,
2021,Sandro,Number,
2021,Seadna,Number,
2021,Seoirse,Number,
2021,Shamus,Number,
2021,Sharan,Number,
2021,Sheamus,Number,
2021,Sion,Number,
2021,Skyler,Number,
2021,Somtochukwu,Number,
2021,St,Number,
2021,Stanislaus,Number,
2021,Stefano,Number,
2021,Steffan,Number,
2021,Terance,Number,
2021,Trever,Number,
2021,Ulick,Number,
2021,Valentine,Number,
2021,Vihaan,Number,4
2021,Virgil,Number,
2021,Vivian,Number,
2021,Vivien,Number,
2021,Westley,Number,
2021,Willaim,Number,
2021,Winston,Number,
2021,Xin,Number,
2021,Yu Xuan,Number,
2021,Zackary,Number,
2021,Aahil,Number,
2021,Alby,Number,5
2021,Ardan,Number,
2021,Arham,Number,
2021,Atlas,Number,
2021,Bear,Number,
2021,Buddy,Number,
2021,Caedan,Number,3
2021,Callen,Number,4
2021,Caspar,Number,
2021,Colby,Number,
2021,Connla,Number,
2021,Croi,Number,
2021,Damir,Number,7
2021,Davidas,Number,
2021,Davie,Number,
2021,Einoras,Number,
2021,Elyas,Number,
2021,Emanuele,Number,
2021,Emilio,Number,3
2021,Emir,Number,
2021,Francisco,Number,
2021,Gustavs,Number,
2021,Harlow,Number,
2021,Haydn,Number,
2021,Hendrix,Number,4
2021,Ianis,Number,8
2021,Jaylen,Number,3
2021,Jett,Number,
2021,Jolan,Number,
2021,Kal,Number,
2021,Karter,Number,5
2021,Kendrick,Number,
2021,Kingston,Number,
2021,Kobe,Number,8
2021,Kuzey,Number,
2021,Lughan,Number,3
2021,Mateus,Number,
2021,Mazen,Number,
2021,Nikola,Number,3
2021,Orann,Number,
2021,Otis,Number,10
2021,Rayaan,Number,
2021,Reegan,Number,
2021,Rizwan,Number,
2021,Rob,Number,
2021,Ryder,Number,4
2021,Sawyer,Number,
2021,Thiago,Number,3
2021,Tyson,Number,3
2021,Valentino,Number,
2021,Witold,Number,
2021,Woody,Number,4
2021,Yaman,Number,
2021,Yousuf,Number,
2021,Affan,Number,
2021,Alvaro,Number,
2021,Ari,Number,8
2021,Arnoldas,Number,
2021,Caellum,Number,
2021,Cayson,Number,5
2021,Ceadan,Number,
2021,Cezar,Number,
2021,Clark,Number,4
2021,Conlan,Number,
2021,Dax,Number,
2021,Donnie,Number,
2021,Dragos,Number,
2021,Ed,Number,
2021,Harlan,Number,
2021,Henryk,Number,
2021,Jad,Number,
2021,Jadon,Number,3
2021,Judah,Number,
2021,Kaidan,Number,
2021,Kristians,Number,
2021,Lugh,Number,7
2021,Maaz,Number,4
2021,Mahir,Number,
2021,Marton,Number,
2021,Maximilan,Number,
2021,Mj,Number,3
2021,Murray,Number,
2021,Neasan,Number,
2021,Riaan,Number,4
2021,Righan,Number,
2021,Ruhan,Number,
2021,Silas,Number,
2021,Tamim,Number,
2021,Tytus,Number,
2021,Vytis,Number,
2021,Zayan,Number,
2021,Yan,Number,
2021,Zechariah,Number,
2021,Kaylim,Number,
2021,Tynan,Number,
2021,Bright,Number,
2021,Cale,Number,
2021,Finnin,Number,
2021,Proinnsias,Number,
2021,Adi,Number,
2021,Adonis,Number,
2021,Ajus,Number,
2021,Cadain,Number,
2021,CJ,Number,5
2021,Cobi,Number,
2021,Coil,Number,
2021,Dilanas,Number,
2021,Emran,Number,
2021,Eren,Number,
2021,Fredrik,Number,
2021,Gael,Number,7
2021,Hakeem,Number,
2021,Huw,Number,
2021,Iannis,Number,
2021,Iustin,Number,3
2021,Jakov,Number,
2021,John James,Number,
2021,Kaelen,Number,
2021,Kamran,Number,
2021,Kason,Number,
2021,Kiaan,Number,3
2021,Kyler,Number,
2021,Leonas,Number,
2021,Maks,Number,
2021,Odinn,Number,
2021,Presley,Number,
2021,Reed,Number,
2021,Ri,Number,
2021,Seaghan,Number,
2021,Stevie,Number,6
2021,Sulaiman,Number,
2021,Zayne,Number,3
2021,Ziggy,Number,5
2021,Abdul-Raheem,Number,
2021,Advik,Number,3
2021,Advit,Number,
2021,Aleksej,Number,
2021,Aodán,Number,3
2021,Aodhán,Number,23
2021,Áron,Number,
2021,Arvin,Number,
2021,Ashar,Number,
2021,Atharv,Number,
2021,Azaan,Number,5
2021,Beauden,Number,19
2021,Bernardo,Number,3
2021,Bradán,Number,3
2021,Breandán,Number,
2021,Brían,Number,
2021,Bryson,Number,6
2021,Cadáin,Number,
2021,Cadán,Number,5
2021,Cade,Number,4
2021,Caoimhín,Number,16
2021,Caolán,Number,33
2021,Cathal Óg,Number,
2021,Cían,Number,15
2021,Ciarán,Number,37
2021,Cillían,Number,
2021,Clay,Number,5
2021,Cóilín,Number,
2021,Conán,Number,12
2021,Croí,Number,4
2021,Cuán,Number,23
2021,Cúan,Number,23
2021,Dáire,Number,34
2021,Daithí,Number,84
2021,Dáithí,Number,57
2021,Dónal,Number,4
2021,Éamonn,Number,5
2021,Éanna,Number,48
2021,Emerson,Number,
2021,Eóghan,Number,4
2021,Eóin,Number,6
2021,Faolán,Number,14
2021,Finnán,Number,
2021,Fionán,Number,8
2021,Fíonn,Number,15
2021,Fionnán,Number,9
2021,Gearóid,Number,18
2021,Greyson,Number,3
2021,Hamdan,Number,
2021,Harlyn,Number,
2021,Heitor,Number,5
2021,Huzaifa,Number,
2021,Íarla,Number,4
2021,Ilyas,Number,5
2021,Jase,Number,
2021,Jaxen,Number,
2021,Jun Hao,Number,
2021,Kaeden,Number,
2021,Kaiser,Number,
2021,Kaizer,Number,
2021,Kit,Number,
2021,Koda,Number,4
2021,Konstantinos,Number,
2021,Kyren,Number,
2021,Léo,Number,
2021,Léon,Number,3
2021,Lex,Number,
2021,Liam Óg,Number,
2021,Lorcán,Number,16
2021,Lúan,Number,4
2021,Lúcás,Number,
2021,Máirtín,Number,5
2021,Maitiú,Number,3
2021,Micheál,Number,19
2021,Michéal,Number,
2021,Mícheál,Number,9
2021,Nicolás,Number,
2021,Niko,Number,
2021,Odhrán,Number,58
2021,Ódhran,Number,5
2021,Oisín,Number,302
2021,Oísin,Number,
2021,Óisín,Number,
2021,Ólan,Number,
2021,Óran,Number,5
2021,Pádraic,Number,10
2021,Pádraig,Number,33
2021,Páidí,Number,84
2021,Páraic,Number,6
2021,Petar,Number,
2021,Quinton,Number,
2021,Raheem,Number,3
2021,Reilly,Number,3
2021,Reyansh,Number,
2021,Rí,Number,4
2021,Ríain,Number,
2021,Rían,Number,357
2021,Rohaan,Number,3
2021,Rónan,Number,5
2021,Rónán,Number,8
2021,Ruadhán,Number,29
2021,Ruairí,Number,51
2021,Ruán,Number,5
2021,Sé,Number,10
2021,Séadna,Number,4
2021,Séamie,Number,7
2021,Séamus,Number,32
2021,Seán,Number,274
2021,Séan,Number,11
2021,Seán Óg,Number,18
2021,Seánie,Number,7
2021,Séimí,Number,28
2021,Senán,Number,26
2021,Shéa,Number,10
2021,Sionnach,Number,
2021,Sudais,Number,
2021,Sunny,Number,
2021,Tádgh,Number,
2021,Tarek,Number,
2021,Théo,Number,
2021,Thomás,Number,
2021,Tiarnán,Number,10
2021,Tomás,Number,54
2021,Ultán,Number,3
2021,Viaan,Number,
2021,Yaroslav,Number,
2021,Younis,Number,
2021,Zente,Number,
2021,Ace,Number,6
2021,Seanán,Number,
2021,Oakley,Number,
2021,Jax,Number,4
2021,Ruaidhrí,Number,7
2021,Lawson,Number,
2021,Kaison,Number,
2021,Laoch,Number,
2021,Yazan,Number,3
2021,Orán,Number,3
2021,Pádhraic,Number,
2021,T J,Number,
2021,Teidí,Number,3
2021,Cúán,Number,4
2021,Denny,Number,
2021,Benett,Number,
2021,Aris,Number,
2021,Boston,Number,
2021,Brín,Number,
2021,Llewyn,Number,
2021,Malek,Number,4
2021,Séadhna,Number,
2021,Seb,Number,3
2021,Reign,Number,4
2021,Reon,Number,
2021,Knox,Number,
2021,Vincenzo,Number,
2021,Rián,Number,
2021,Magnus,Number,
2021,Ríoghan,Number,
2021,Ronán,Number,3
2021,Klayton,Number,
2021,Mikaeel,Number,
2021,Samy,Number,
2021,C J,Number,
2021,Alonzo,Number,
2021,Cónán,Number,
2021,Daimhín,Number,
2021,Evaan,Number,
2021,Feidhelm,Number,
2021,Féilim,Number,6
2021,Beckett,Number,4
2021,Bríon,Number,4
2021,Afonso,Number,
2021,Forrest,Number,
2021,Eliezer,Number,
2021,Dómhnall,Number,
2021,Jem,Number,
2021,Casian,Number,
2021,Abram,Number,4
2021,Adriel,Number,
2021,Akim,Number,3
2021,Ash,Number,3
2021,Benjamim,Number,
2021,Bjorn,Number,
2021,Caio,Number,
2021,Chester,Number,3
2021,Cobie,Number,
2021,Cónan,Number,4
2021,Cree,Number,
2021,Creed,Number,
2021,Crú,Number,
2021,Dessie,Number,3
2021,Dónall,Number,
2021,Éamon,Number,3
2021,Ekin,Number,
2021,Elio,Number,4
2021,Elon,Number,
2021,Finnley,Number,6
2021,Florian,Number,
2021,Grian,Number,
2021,Haroon,Number,
2021,Iacob,Number,
2021,Issa,Number,
2021,Izhaan,Number,3
2021,J J,Number,
2021,Jador,Number,
2021,Jorge,Number,3
2021,Kabir,Number,5
2021,Kairo,Number,4
2021,Karsyn,Number,
2021,Kaysen,Number,3
2021,Klay,Number,
2021,Koah,Number,
2021,Kobey,Number,
2021,Kole,Number,3
2021,Kolton,Number,
2021,Kruz,Number,
2021,Kylo,Number,
2021,Kyrie,Number,
2021,Kyro,Number,3
2021,León,Number,3
2021,Lir,Number,
2021,Liviu,Number,
2021,Lúc,Number,
2021,Maximo,Number,
2021,Mickey,Number,
2021,Mikail,Number,
2021,Muhammad Ali,Number,
2021,Munachimso,Number,
2021,Nikolaj,Number,
2021,Óisin,Number,
2021,Orion,Number,
2021,Ozzie,Number,
2021,Petru,Number,
2021,PJ,Number,4
2021,Quie,Number,
2021,Ralphie,Number,
2021,Reyan,Number,
2021,Roko,Number,
2021,Santino,Number,3
2021,Sarim,Number,
2021,Shayan,Number,
2021,Thorin,Number,
2021,Trent,Number,8
2021,Vivaan,Number,
2021,Vuk,Number,
2021,Weston,Number,
2021,Zohan,Number,4
2021,Abid,Number,4
2021,Achim,Number,3
2021,Alvey,Number,8
2021,Alvi,Number,3
2021,Ardal,Number,3
2021,August,Number,3
2021,Ayoub,Number,3
2021,Boden,Number,3
2021,Bodie,Number,4
2021,Bowe,Number,3
2021,Brooks,Number,3
2021,Calin,Number,3
2021,Cealan,Number,3
2021,Cillín,Number,4
2021,Cónal,Number,4
2021,Cruze,Number,3
2021,Dev,Number,4
2021,Donie,Number,3
2021,Donny,Number,3
2021,Félix,Number,4
2021,Fernando,Number,3
2021,Fiachna,Number,3
2021,Fox,Number,4
2021,Franky,Number,3
2021,Ger,Number,3
2021,Gio,Number,3
2021,Ismael,Number,4
2021,Ivaan,Number,5
2021,Joaquim,Number,3
2021,Kaius,Number,4
2021,Kasen,Number,3
2021,Kobie,Number,4
2021,Kodie,Number,5
2021,Kyson,Number,3
2021,Laith,Number,3
2021,Lennie,Number,4
2021,Lukass,Number,3
2021,Mack,Number,3
2021,Matheo,Number,3
2021,Matty,Number,4
2021,Orhan,Number,3
2021,Orson,Number,5
2021,Osman,Number,3
2021,Pietro,Number,4
2021,Quhey,Number,3
2021,Rafa,Number,3
2021,Rayden,Number,3
2021,Rémy,Number,4
2021,Renzo,Number,3
2021,Rome,Number,3
2021,Royce,Number,3
2021,Rudra,Number,3
2021,Ryker,Number,3
2021,Sharvil,Number,3
2021,Sheá,Number,3
2021,A J,Number,
2021,Aariz,Number,
2021,Aarush,Number,
2021,Abdul Hadi,Number,
2021,Abdur Rahman,Number,
2021,Agastya,Number,
2021,Aksel,Number,
2021,Alek,Number,
2021,Amari,Number,
2021,Anaser,Number,
2021,André,Number,
2021,Apollo,Number,
2021,Artúr,Number,
2021,Ayaz,Number,
2021,Azariah,Number,
2021,Benji,Number,
2021,Bennett,Number,
2021,Bertie,Number,
2021,Brógan,Number,
2021,Caelán,Number,
2021,Cárthach,Number,
2021,Cass,Number,
2021,Cóil,Number,
2021,Crue,Number,
2021,Daksh,Number,
2021,Dónal Óg,Number,
2021,Edison,Number,
2021,Emiliano,Number,
2021,Féidhlim,Number,
2021,Fíachra,Number,
2021,Gabriele,Number,
2021,Henrik,Number,
2021,Iman,Number,
2021,Isaia,Number,
2021,Ivar,Number,
2021,Ivin,Number,
2021,Johnnie,Number,
2021,Jordie,Number,
2021,Kailen,Number,
2021,Kanan,Number,
2021,Khai,Number,
2021,Lenni,Number,
2021,Lev,Number,
2021,Lowen,Number,
2021,Lúca,Number,
2021,Lux,Number,
2021,Makar,Number,
2021,Mani,Number,
2021,Marlo,Number,
2021,Martim,Number,
2021,Nilan,Number,
2021,Noah-James,Number,
2021,Ógie,Number,
2021,Ozzy,Number,
2021,Paidí,Number,
2021,Percy,Number,
2021,Ravi,Number,
2021,Rihan,Number,
2021,Rishaan,Number,
2021,Roscoe,Number,
2021,Salah,Number,
2021,Séamí,Number,
2021,Siddharth,Number,
2021,Stelian,Number,
2021,Subhan,Number,
2021,Tádhg,Number,
2021,Taim,Number,
2021,Teddie,Number,
2021,Tiernán,Number,
2021,Vinnie,Number,
2021,Viraj,Number,
2021,Vito,Number,
2021,Wren,Number,
2021,Yahia,Number,
2021,Zaviyar,Number,
2021,Zeke,Number,
2021,Zian,Number,
2021,Zoraiz,Number,
2022,Jack,Number,641
2022,Sean,Number,48
2022,Conor,Number,275
2022,Daniel,Number,303
2022,James,Number,412
2022,Adam,Number,230
2022,Ryan,Number,190
2022,Luke,Number,233
2022,Cian,Number,185
2022,Michael,Number,278
2022,Dylan,Number,163
2022,Aaron,Number,106
2022,Darragh,Number,245
2022,Thomas,Number,246
2022,Matthew,Number,146
2022,David,Number,143
2022,Jamie,Number,163
2022,Oisin,Number,14
2022,Patrick,Number,250
2022,Alex,Number,216
2022,John,Number,160
2022,Cillian,Number,316
2022,Evan,Number,116
2022,Eoin,Number,55
2022,Shane,Number,46
2022,Liam,Number,323
2022,Ben,Number,149
2022,Jake,Number,112
2022,Joshua,Number,98
2022,Mark,Number,50
2022,Harry,Number,242
2022,Fionn,Number,287
2022,Joseph,Number,106
2022,Callum,Number,119
2022,Samuel,Number,96
2022,Charlie,Number,348
2022,Nathan,Number,108
2022,Cathal,Number,92
2022,Kyle,Number,62
2022,Robert,Number,82
2022,Ciaran,Number,
2022,Ronan,Number,66
2022,Andrew,Number,49
2022,Kevin,Number,48
2022,William,Number,103
2022,Ethan,Number,141
2022,Tadhg,Number,324
2022,Rory,Number,68
2022,Noah,Number,485
2022,Calum,Number,18
2022,Brian,Number,27
2022,Eoghan,Number,48
2022,Cormac,Number,46
2022,Finn,Number,269
2022,Aidan,Number,92
2022,Alexander,Number,149
2022,Benjamin,Number,76
2022,Rian,Number,53
2022,Sam,Number,125
2022,Stephen,Number,25
2022,Christopher,Number,69
2022,Killian,Number,36
2022,Josh,Number,42
2022,Gavin,Number,14
2022,Alan,Number,31
2022,Peter,Number,56
2022,Scott,Number,40
2022,Jason,Number,38
2022,Max,Number,189
2022,Lee,Number,11
2022,Anthony,Number,69
2022,Paul,Number,25
2022,Martin,Number,69
2022,Tom,Number,143
2022,Leon,Number,108
2022,Niall,Number,25
2022,Oliver,Number,201
2022,Rhys,Number,43
2022,Dean,Number,17
2022,Dara,Number,58
2022,Oscar,Number,156
2022,Colm,Number,20
2022,Diarmuid,Number,18
2022,Edward,Number,55
2022,Jayden,Number,104
2022,Christian,Number,19
2022,Louis,Number,76
2022,Oran,Number,41
2022,Padraig,Number,13
2022,Charles,Number,36
2022,Leo,Number,225
2022,Lucas,Number,105
2022,Ross,Number,15
2022,Cameron,Number,28
2022,Jacob,Number,131
2022,Kieran,Number,12
2022,Brandon,Number,9
2022,Ruairi,Number,
2022,Reece,Number,19
2022,Tomas,Number,4
2022,Isaac,Number,63
2022,Kian,Number,24
2022,Senan,Number,108
2022,Odhran,Number,55
2022,Jakub,Number,17
2022,Jonathan,Number,27
2022,Zach,Number,65
2022,Bobby,Number,170
2022,Daragh,Number,4
2022,Kacper,Number,14
2022,Hugh,Number,44
2022,Colin,Number,7
2022,Craig,Number,6
2022,Lorcan,Number,34
2022,Richard,Number,25
2022,Owen,Number,21
2022,Connor,Number,15
2022,Donnacha,Number,140
2022,Micheal,Number,5
2022,Billy,Number,128
2022,Tristan,Number,15
2022,Darren,Number,17
2022,Corey,Number,26
2022,Daire,Number,26
2022,Denis,Number,29
2022,Luca,Number,179
2022,Patryk,Number,4
2022,Tyler,Number,49
2022,Philip,Number,19
2022,Daithi,Number,5
2022,Tiernan,Number,73
2022,Sebastian,Number,49
2022,Simon,Number,17
2022,Danny,Number,110
2022,Filip,Number,26
2022,Gerard,Number,14
2022,Karl,Number,3
2022,Shay,Number,152
2022,Eric,Number,45
2022,George,Number,70
2022,Calvin,Number,29
2022,Keelan,Number,21
2022,Nicholas,Number,37
2022,Seamus,Number,11
2022,Brendan,Number,25
2022,Dawid,Number,6
2022,Shaun,Number,5
2022,Steven,Number,
2022,Gearoid,Number,
2022,Joe,Number,40
2022,Tommy,Number,184
2022,Cody,Number,65
2022,Jay,Number,19
2022,Tadgh,Number,69
2022,Ewan,Number,8
2022,Paddy,Number,60
2022,Lewis,Number,22
2022,Caleb,Number,51
2022,Marcus,Number,23
2022,Caolan,Number,10
2022,Taylor,Number,
2022,Keith,Number,
2022,Adrian,Number,22
2022,Bradley,Number,15
2022,Oskar,Number,11
2022,Conall,Number,44
2022,Dillon,Number,14
2022,Eanna,Number,4
2022,Justin,Number,7
2022,Marc,Number,3
2022,Damien,Number,8
2022,Mateusz,Number,4
2022,Muhammad,Number,72
2022,Henry,Number,72
2022,Glen,Number,
2022,Szymon,Number,4
2022,Zack,Number,38
2022,Reuben,Number,44
2022,Timothy,Number,18
2022,Jan,Number,9
2022,Barry,Number,6
2022,Blake,Number,68
2022,Bryan,Number,10
2022,Lennon,Number,18
2022,Tiarnan,Number,
2022,Declan,Number,13
2022,Emmet,Number,7
2022,Hayden,Number,19
2022,Jordan,Number,56
2022,Donal,Number,11
2022,Ian,Number,13
2022,Jude,Number,52
2022,Riain,Number,3
2022,Victor,Number,17
2022,Alfie,Number,139
2022,Dominik,Number,11
2022,Eamon,Number,7
2022,Fiachra,Number,41
2022,Gabriel,Number,58
2022,Logan,Number,97
2022,Donncha,Number,8
2022,Elliot,Number,28
2022,Gary,Number,
2022,Ivan,Number,13
2022,Joey,Number,81
2022,Kai,Number,163
2022,Mikolaj,Number,
2022,Neil,Number,13
2022,Pierce,Number,
2022,Enda,Number,10
2022,Hugo,Number,120
2022,Jesse,Number,42
2022,Lukas,Number,14
2022,Morgan,Number,5
2022,Vincent,Number,18
2022,Luka,Number,18
2022,Shayne,Number,
2022,Troy,Number,7
2022,Zachary,Number,25
2022,Arthur,Number,101
